Day	Experiment	Variant	Users	Buy	winner_variant
2021-08-02 17	 vip/showV2V3BoxMessages	6430	158	1.0	None
2021-08-02 17	{buyingflow/user-track	6796	13	0.0	6796
2021-08-02 17	{cookiesConsentBanner	DEFAULT	25	1.0	DEFAULT
2021-08-02 17	{pdp/viewItemPageMigrationDesktopRES	5941	8	0.0	5941
2021-08-02 17	{qadb/sa-on-vip	6695	6	0.0	None
2021-08-02 17	{qadb/sa-on-vip	6696	11	0.0	None
2021-08-02 17	{search/remove-ecn-tag	4954	220	5.0	None
2021-08-02 17	{search/results-target-web-motors	7327	4	0.0	None
2021-08-02 17	{search/results-target-web-motors	7328	33	1.0	None
2021-08-02 17	{searchbackend/recommended-products	6157	73	1.0	None
2021-08-02 17	{searchbackend/recommended-products	6158	78	0.0	None
2021-08-02 17	{vip/showV2V3BoxMessages	6430	52	0.0	6430
2021-08-02 18	 buyingflow/address_hub	3574	12	0.0	3574
2021-08-02 18	 buyingflow/escWebMLA	2874	9	0.0	2874
2021-08-02 18	 cookiesConsentBanner	DEFAULT	368	9.0	DEFAULT
2021-08-02 18	 filters/sort-by-ranking	6971	114	0.0	None
2021-08-02 18	 filters/sort-by-ranking	6972	124	0.0	None
2021-08-02 18	 filters/sort-by-ranking	7057	91	2.0	None
2021-08-02 18	 frontend/assetsCdnDomainMLA	DEFAULT	277	2.0	DEFAULT
2021-08-02 18	 frontend/assetsCdnDomainMLU	DEFAULT	278	5.0	DEFAULT
2021-08-02 18	 mclics/ads-adsearch-boost-incremental-desktop-mla	3809	115	2.0	3809
2021-08-02 18	 mclics/search-list-algorithms	5528	124	0.0	5528
2021-08-02 18	 mclics/search-pads-none-desktop-mla	3478	128	3.0	3478
2021-08-02 18	 mclics/search-pads-none-desktop-mla	3479	3	0.0	3478
2021-08-02 18	 mclics/show-pads-global	5176	107	1.0	5176
2021-08-02 18	 mclics/show-pads-search-list	5145	2	0.0	5146
2021-08-02 18	 mclics/show-pads-search-list	5146	127	0.0	5146
2021-08-02 18	 pdp/viewItemPageMigrationDesktopReviewsNoTabs	4856	77	0.0	None
2021-08-02 18	 pdp/viewItemPageMigrationReturns	5208	122	0.0	None
2021-08-02 18	 qadb/sa-on-vip	6695	13	0.0	6695
2021-08-02 18	 qadb/sa-on-vip	6696	15	0.0	6695
2021-08-02 18	 search/back-filters	5059	279	3.0	5059
2021-08-02 18	 search/best-seller-aa-testing-fail-fast-edition	4514	96	6.0	None
2021-08-02 18	 search/best-seller-aa-testing-fail-fast-edition	4515	75	4.0	None
2021-08-02 18	 search/best-seller-fail-fast-edition-MLA	4916	138	1.0	4916
2021-08-02 18	 search/checkOnBehavior	348	1	0.0	None
2021-08-02 18	 search/checkOnBehavior	349	3	0.0	None
2021-08-02 18	 search/enable-map-layout	5929	5	0.0	5929
2021-08-02 18	 search/remove-ecn-tag	4954	164	1.0	4954
2021-08-02 18	 search/tendency-landing-enabled-MLA	6980	39	3.0	6980
2021-08-02 18	 search/ungroup-products	3273	84	1.0	3273
2021-08-02 18	 search/web-layout-default-res	6806	2	0.0	None
2021-08-02 18	 search/web-layout-default-res	6807	4	0.0	None
2021-08-02 18	 searchbackend/cbt-antiboost	6333	227	4.0	6333
2021-08-02 18	 searchbackend/item-reputation	3824	281	4.0	3824
2021-08-02 18	 searchbackend/official-store-orders-boost	4313	4	0.0	4314
2021-08-02 18	 searchbackend/official-store-orders-boost	4314	11	0.0	4314
2021-08-02 18	 searchbackend/recommended-products	6157	102	0.0	None
2021-08-02 18	 searchbackend/recommended-products	6158	87	1.0	None
2021-08-02 18	 searchbackend/seller-reputation-change	4552	79	2.0	4553
2021-08-02 18	 searchbackend/seller-reputation-change	4553	226	4.0	4553
2021-08-02 18	 splinter/official-stores	4926	2	0.0	4926
2021-08-02 18	 vip/carousel-v2p-above-the-fold	6786	91	0.0	None
2021-08-02 18	 vip/carousel-v2p-above-the-fold	6787	61	1.0	None
2021-08-02 18	 vip/seller-with-tooltip	4692	176	2.0	4692
2021-08-02 18	 vip/shippingCalculatorMigrationModalExperiment	6551	157	1.0	None
2021-08-02 18	 vip/showV2V3BoxMessages	6430	151	1.0	None
2021-08-02 18	{buyingflow/user-track	6796	23	0.0	6796
2021-08-02 18	{cookiesConsentBanner	DEFAULT	31	0.0	DEFAULT
2021-08-02 18	{pdp/viewItemPageMigrationDesktopRES	5941	8	0.0	5941
2021-08-02 18	{qadb/sa-on-vip	6695	9	1.0	None
2021-08-02 18	{qadb/sa-on-vip	6696	13	0.0	None
2021-08-02 18	{search/remove-ecn-tag	4954	229	2.0	None
2021-08-02 18	{search/results-target-web-motors	7327	16	0.0	None
2021-08-02 18	{search/results-target-web-motors	7328	39	0.0	None
2021-08-02 18	{searchbackend/recommended-products	6157	90	1.0	None
2021-08-02 18	{searchbackend/recommended-products	6158	81	1.0	None
2021-08-02 18	{vip/showV2V3BoxMessages	6430	53	1.0	6430
2021-08-02 19	 buyingflow/address_hub	3574	14	0.0	3574
2021-08-02 19	 buyingflow/escWebMLA	2874	11	0.0	2874
2021-08-02 19	 buyingflow/secure_card	4612	1	0.0	4612
2021-08-02 19	 cookiesConsentBanner	DEFAULT	353	6.0	DEFAULT
2021-08-02 19	 filters/sort-by-ranking	6971	131	3.0	None
2021-08-02 19	 filters/sort-by-ranking	6972	127	1.0	None
2021-08-02 19	 filters/sort-by-ranking	7057	82	0.0	None
2021-08-02 19	 frontend/assetsCdnDomainMLA	DEFAULT	281	4.0	DEFAULT
2021-08-02 19	 frontend/assetsCdnDomainMLU	DEFAULT	282	5.0	DEFAULT
2021-08-02 19	 mclics/ads-adsearch-boost-incremental-desktop-mla	3809	127	0.0	3809
2021-08-02 19	 mclics/search-list-algorithms	5528	114	1.0	5528
2021-08-02 19	 mclics/search-pads-none-desktop-mla	3478	115	0.0	3478
2021-08-02 19	 mclics/search-pads-none-desktop-mla	3479	3	0.0	3478
2021-08-02 19	 mclics/show-pads-global	5176	123	0.0	5176
2021-08-02 19	 mclics/show-pads-search-list	5145	3	0.0	5146
2021-08-02 19	 mclics/show-pads-search-list	5146	115	0.0	5146
2021-08-02 19	 pdp/viewItemPageMigrationDesktopReviewsNoTabs	4856	90	1.0	None
2021-08-02 19	 pdp/viewItemPageMigrationReturns	5208	139	1.0	None
2021-08-02 19	 qadb/sa-on-vip	6695	14	0.0	6695
2021-08-02 19	 qadb/sa-on-vip	6696	13	0.0	6695
2021-08-02 19	 search/back-filters	5059	269	3.0	5059
2021-08-02 19	 search/best-seller-aa-testing-fail-fast-edition	4514	82	0.0	None
2021-08-02 19	 search/best-seller-aa-testing-fail-fast-edition	4515	69	2.0	None
2021-08-02 19	 search/best-seller-fail-fast-edition-MLA	4916	145	1.0	4916
2021-08-02 19	 search/checkOnBehavior	348	3	0.0	None
2021-08-02 19	 search/checkOnBehavior	349	7	0.0	None
2021-08-02 19	 search/enable-map-layout	5929	1	0.0	5929
2021-08-02 19	 search/remove-ecn-tag	4954	149	2.0	4954
2021-08-02 19	 search/tendency-landing-enabled-MLA	6980	40	0.0	6980
2021-08-02 19	 search/ungroup-products	3273	91	1.0	3273
2021-08-02 19	 searchbackend/cbt-antiboost	6333	241	2.0	6333
2021-08-02 19	 searchbackend/item-reputation	3824	286	2.0	3824
2021-08-02 19	 searchbackend/official-store-orders-boost	4313	9	0.0	4314
2021-08-02 19	 searchbackend/official-store-orders-boost	4314	16	1.0	4314
2021-08-02 19	 searchbackend/recommended-products	6157	93	1.0	None
2021-08-02 19	 searchbackend/recommended-products	6158	93	0.0	None
2021-08-02 19	 searchbackend/seller-reputation-change	4552	71	0.0	4553
2021-08-02 19	 searchbackend/seller-reputation-change	4553	238	4.0	4553
2021-08-02 19	 splinter/official-stores	4926	6	0.0	4926
2021-08-02 19	 vip/carousel-v2p-above-the-fold	6786	98	2.0	None
2021-08-02 19	 vip/carousel-v2p-above-the-fold	6787	75	2.0	None
2021-08-02 19	 vip/seller-with-tooltip	4692	171	0.0	4692
2021-08-02 19	 vip/shippingCalculatorMigrationModalExperiment	6551	168	1.0	None
2021-08-02 19	 vip/showV2V3BoxMessages	6430	152	2.0	None
2021-08-02 19	{buyingflow/user-track	6796	18	0.0	6796
2021-08-02 19	{cookiesConsentBanner	DEFAULT	27	0.0	DEFAULT
2021-08-02 19	{pdp/viewItemPageMigrationDesktopRES	5941	1	0.0	5941
2021-08-02 19	{qadb/sa-on-vip	6695	4	0.0	None
2021-08-02 19	{qadb/sa-on-vip	6696	4	1.0	None
2021-08-02 19	{search/remove-ecn-tag	4954	234	3.0	None
2021-08-02 19	{search/results-target-web-motors	7327	10	0.0	None
2021-08-02 19	{search/results-target-web-motors	7328	32	0.0	None
2021-08-02 19	{searchbackend/recommended-products	6157	93	1.0	None
2021-08-02 19	{searchbackend/recommended-products	6158	89	0.0	None
2021-08-02 19	{vip/showV2V3BoxMessages	6430	62	0.0	6430
2021-08-02 20	 buyingflow/address_hub	3574	10	0.0	3574
2021-08-02 20	 buyingflow/escWebMLA	2874	9	0.0	2874
2021-08-02 20	 cookiesConsentBanner	DEFAULT	298	4.0	DEFAULT
2021-08-02 20	 filters/sort-by-ranking	6971	93	1.0	None
2021-08-02 20	 filters/sort-by-ranking	6972	97	0.0	None
2021-08-02 20	 filters/sort-by-ranking	7057	82	1.0	None
2021-08-02 20	 frontend/assetsCdnDomainMLA	DEFAULT	213	2.0	DEFAULT
2021-08-02 20	 frontend/assetsCdnDomainMLU	DEFAULT	214	2.0	DEFAULT
2021-08-02 20	 mclics/ads-adsearch-boost-incremental-desktop-mla	3809	109	0.0	3809
2021-08-02 20	 mclics/search-list-algorithms	5528	93	0.0	5528
2021-08-02 20	 mclics/search-pads-none-desktop-mla	3478	101	2.0	3478
2021-08-02 20	 mclics/search-pads-none-desktop-mla	3479	1	0.0	3478
2021-08-02 20	 mclics/show-pads-global	5176	107	1.0	5176
2021-08-02 20	 mclics/show-pads-search-list	5145	1	0.0	5146
2021-08-02 20	 mclics/show-pads-search-list	5146	103	1.0	5146
2021-08-02 20	 pdp/viewItemPageMigrationDesktopQuotableSRV	7179	2	0.0	7179
2021-08-02 20	 pdp/viewItemPageMigrationDesktopReviewsNoTabs	4856	70	2.0	None
2021-08-02 20	 pdp/viewItemPageMigrationReturns	5208	126	2.0	None
2021-08-02 20	 qadb/sa-on-vip	6695	8	0.0	6695
2021-08-02 20	 qadb/sa-on-vip	6696	8	0.0	6695
2021-08-02 20	 search/back-filters	5059	216	1.0	5059
2021-08-02 20	 search/best-seller-aa-testing-fail-fast-edition	4514	69	1.0	None
2021-08-02 20	 search/best-seller-aa-testing-fail-fast-edition	4515	71	1.0	None
2021-08-02 20	 search/best-seller-fail-fast-edition-MLA	4916	137	4.0	4916
2021-08-02 20	 search/checkOnBehavior	349	3	0.0	None
2021-08-02 20	 search/enable-map-layout	5929	4	0.0	5929
2021-08-02 20	 search/remove-ecn-tag	4954	117	1.0	4954
2021-08-02 20	 search/tendency-landing-enabled-MLA	6980	33	0.0	6980
2021-08-02 20	 search/ungroup-products	3273	61	0.0	3273
2021-08-02 20	 search/web-layout-default-res	6806	2	0.0	None
2021-08-02 20	 search/web-layout-default-res	6807	3	0.0	None
2021-08-02 20	 searchbackend/cbt-antiboost	6333	191	1.0	6333
2021-08-02 20	 searchbackend/item-reputation	3824	197	2.0	3824
2021-08-02 20	 searchbackend/official-store-orders-boost	4313	6	0.0	4314
2021-08-02 20	 searchbackend/official-store-orders-boost	4314	3	0.0	4314
2021-08-02 20	 searchbackend/recommended-products	6157	73	0.0	None
2021-08-02 20	 searchbackend/recommended-products	6158	70	1.0	None
2021-08-02 20	 searchbackend/seller-reputation-change	4552	53	0.0	4553
2021-08-02 20	 searchbackend/seller-reputation-change	4553	184	3.0	4553
2021-08-02 20	 splinter/official-stores	4926	1	0.0	4926
2021-08-02 20	 vip/carousel-v2p-above-the-fold	6786	91	0.0	None
2021-08-02 20	 vip/carousel-v2p-above-the-fold	6787	63	0.0	None
2021-08-02 20	 vip/seller-with-tooltip	4692	156	1.0	4692
2021-08-02 20	 vip/shippingCalculatorMigrationModalExperiment	6551	142	0.0	None
2021-08-02 20	 vip/showV2V3BoxMessages	6430	134	0.0	None
2021-08-02 20	{buyingflow/user-track	6796	15	1.0	6796
2021-08-02 20	{cookiesConsentBanner	DEFAULT	22	1.0	DEFAULT
2021-08-02 20	{pdp/viewItemPageMigrationDesktopRES	5941	2	0.0	5941
2021-08-02 20	{qadb/sa-on-vip	6695	2	0.0	None
2021-08-02 20	{qadb/sa-on-vip	6696	6	0.0	None
2021-08-02 20	{search/remove-ecn-tag	4954	208	1.0	None
2021-08-02 20	{search/results-target-web-motors	7327	3	0.0	None
2021-08-02 20	{search/results-target-web-motors	7328	17	0.0	None
2021-08-02 20	{searchbackend/recommended-products	6157	68	1.0	None
2021-08-02 20	{searchbackend/recommended-products	6158	73	1.0	None
2021-08-02 20	{vip/showV2V3BoxMessages	6430	41	0.0	6430
2021-08-02 21	 buyingflow/address_hub	3574	9	0.0	3574
2021-08-02 21	 buyingflow/escWebMLA	2874	6	0.0	2874
2021-08-02 21	 cookiesConsentBanner	DEFAULT	255	5.0	DEFAULT
2021-08-02 21	 filters/sort-by-ranking	6971	79	1.0	None
2021-08-02 21	 filters/sort-by-ranking	6972	76	0.0	None
2021-08-02 21	 filters/sort-by-ranking	7057	67	0.0	None
2021-08-02 21	 frontend/assetsCdnDomainMLA	DEFAULT	173	2.0	DEFAULT
2021-08-02 21	 frontend/assetsCdnDomainMLU	DEFAULT	167	2.0	DEFAULT
2021-08-02 21	 mclics/ads-adsearch-boost-incremental-desktop-mla	3809	91	0.0	3809
2021-08-02 21	 mclics/search-list-algorithms	5528	88	0.0	5528
2021-08-02 21	 mclics/search-pads-none-desktop-mla	3478	88	2.0	3478
2021-08-02 21	 mclics/show-pads-global	5175	1	0.0	5176
2021-08-02 21	 mclics/show-pads-global	5176	92	0.0	5176
2021-08-02 21	 mclics/show-pads-search-list	5146	86	1.0	5146
2021-08-02 21	 pdp/viewItemPageMigrationDesktopQuotableSRV	7179	1	0.0	7179
2021-08-02 21	 pdp/viewItemPageMigrationDesktopReviewsNoTabs	4856	67	0.0	None
2021-08-02 21	 pdp/viewItemPageMigrationReturns	5208	105	3.0	None
2021-08-02 21	 qadb/sa-on-vip	6695	7	0.0	6695
2021-08-02 21	 qadb/sa-on-vip	6696	7	0.0	6695
2021-08-02 21	 search/back-filters	5059	184	4.0	5059
2021-08-02 21	 search/best-seller-aa-testing-fail-fast-edition	4514	46	1.0	None
2021-08-02 21	 search/best-seller-aa-testing-fail-fast-edition	4515	66	0.0	None
2021-08-02 21	 search/best-seller-fail-fast-edition-MLA	4916	98	0.0	4916
2021-08-02 21	 search/checkOnBehavior	348	1	0.0	None
2021-08-02 21	 search/checkOnBehavior	349	3	0.0	None
2021-08-02 21	 search/enable-map-layout	5929	6	0.0	5929
2021-08-02 21	 search/remove-ecn-tag	4954	105	0.0	4954
2021-08-02 21	 search/tendency-landing-enabled-MLA	6980	35	0.0	6980
2021-08-02 21	 search/ungroup-products	3273	54	1.0	3273
2021-08-02 21	 search/web-layout-default-res	6807	5	0.0	None
2021-08-02 21	 searchbackend/cbt-antiboost	6333	164	1.0	6333
2021-08-02 21	 searchbackend/item-reputation	3824	175	5.0	3824
2021-08-02 21	 searchbackend/official-store-orders-boost	4313	2	0.0	4314
2021-08-02 21	 searchbackend/official-store-orders-boost	4314	2	0.0	4314
2021-08-02 21	 searchbackend/recommended-products	6157	48	1.0	None
2021-08-02 21	 searchbackend/recommended-products	6158	59	2.0	None
2021-08-02 21	 searchbackend/seller-reputation-change	4552	54	0.0	4553
2021-08-02 21	 searchbackend/seller-reputation-change	4553	145	1.0	4553
2021-08-02 21	 vip/carousel-v2p-above-the-fold	6786	85	0.0	None
2021-08-02 21	 vip/carousel-v2p-above-the-fold	6787	56	0.0	None
2021-08-02 21	 vip/seller-with-tooltip	4692	137	3.0	4692
2021-08-02 21	 vip/shippingCalculatorMigrationModalExperiment	6551	135	0.0	None
2021-08-02 21	 vip/showV2V3BoxMessages	6430	115	0.0	None
2021-08-02 21	{buyingflow/user-track	6796	18	0.0	6796
2021-08-02 21	{cookiesConsentBanner	DEFAULT	9	0.0	DEFAULT
2021-08-02 21	{pdp/viewItemPageMigrationDesktopRES	5941	3	0.0	5941
2021-08-02 21	{qadb/sa-on-vip	6695	9	0.0	None
2021-08-02 21	{qadb/sa-on-vip	6696	3	0.0	None
2021-08-02 21	{search/remove-ecn-tag	4954	154	2.0	None
2021-08-02 21	{search/results-target-web-motors	7327	8	0.0	None
2021-08-02 21	{search/results-target-web-motors	7328	7	0.0	None
2021-08-02 21	{searchbackend/recommended-products	6157	49	0.0	None
2021-08-02 21	{searchbackend/recommended-products	6158	69	0.0	None
2021-08-02 21	{vip/showV2V3BoxMessages	6430	43	0.0	6430
2021-08-02 22	 buyingflow/address_hub	3574	13	0.0	3574
2021-08-02 22	 buyingflow/escWebMLA	2874	4	0.0	2874
2021-08-02 22	 cookiesConsentBanner	DEFAULT	186	1.0	DEFAULT
2021-08-02 22	 filters/sort-by-ranking	6971	68	1.0	None
2021-08-02 22	 filters/sort-by-ranking	6972	63	0.0	None
2021-08-02 22	 filters/sort-by-ranking	7057	34	0.0	None
2021-08-02 22	 frontend/assetsCdnDomainMLA	DEFAULT	147	2.0	DEFAULT
2021-08-02 22	 frontend/assetsCdnDomainMLU	DEFAULT	147	0.0	DEFAULT
2021-08-02 22	 mclics/ads-adsearch-boost-incremental-desktop-mla	3809	66	1.0	3809
2021-08-02 22	 mclics/search-list-algorithms	5528	76	0.0	5528
2021-08-02 22	 mclics/search-pads-none-desktop-mla	3478	71	1.0	3478
2021-08-02 22	 mclics/search-pads-none-desktop-mla	3479	1	0.0	3478
2021-08-02 22	 mclics/show-pads-global	5176	70	1.0	5176
2021-08-02 22	 mclics/show-pads-search-list	5145	1	0.0	5146
2021-08-02 22	 mclics/show-pads-search-list	5146	73	1.0	5146
2021-08-02 22	 pdp/viewItemPageMigrationDesktopReviewsNoTabs	4856	46	0.0	None
2021-08-02 22	 pdp/viewItemPageMigrationReturns	5208	67	0.0	None
2021-08-02 22	 qadb/sa-on-vip	6695	5	0.0	6695
2021-08-02 22	 qadb/sa-on-vip	6696	8	0.0	6695
2021-08-02 22	 search/back-filters	5059	139	1.0	5059
2021-08-02 22	 search/best-seller-aa-testing-fail-fast-edition	4514	41	0.0	None
2021-08-02 22	 search/best-seller-aa-testing-fail-fast-edition	4515	53	0.0	None
2021-08-02 22	 search/best-seller-fail-fast-edition-MLA	4916	91	0.0	4916
2021-08-02 22	 search/checkOnBehavior	349	7	0.0	None
2021-08-02 22	 search/enable-map-layout	5929	3	0.0	5929
2021-08-02 22	 search/remove-ecn-tag	4954	80	1.0	4954
2021-08-02 22	 search/tendency-landing-enabled-MLA	6980	24	1.0	6980
2021-08-02 22	 search/ungroup-products	3273	37	0.0	3273
2021-08-02 22	 search/web-layout-default-res	6806	1	0.0	None
2021-08-02 22	 search/web-layout-default-res	6807	2	0.0	None
2021-08-02 22	 searchbackend/cbt-antiboost	6333	112	1.0	6333
2021-08-02 22	 searchbackend/item-reputation	3824	136	0.0	3824
2021-08-02 22	 searchbackend/official-store-orders-boost	4314	2	0.0	4314
2021-08-02 22	 searchbackend/recommended-products	6157	35	0.0	None
2021-08-02 22	 searchbackend/recommended-products	6158	49	0.0	None
2021-08-02 22	 searchbackend/seller-reputation-change	4552	36	1.0	4553
2021-08-02 22	 searchbackend/seller-reputation-change	4553	120	0.0	4553
2021-08-02 22	 vip/carousel-v2p-above-the-fold	6786	60	0.0	None
2021-08-02 22	 vip/carousel-v2p-above-the-fold	6787	35	0.0	None
2021-08-02 22	 vip/seller-with-tooltip	4692	100	0.0	4692
2021-08-02 22	 vip/shippingCalculatorMigrationModalExperiment	6551	94	1.0	None
2021-08-02 22	 vip/showV2V3BoxMessages	6430	95	1.0	None
2021-08-02 22	{buyingflow/user-track	6796	15	0.0	6796
2021-08-02 22	{cookiesConsentBanner	DEFAULT	6	0.0	DEFAULT
2021-08-02 22	{qadb/sa-on-vip	6695	2	0.0	None
2021-08-02 22	{qadb/sa-on-vip	6696	3	0.0	None
2021-08-02 22	{search/remove-ecn-tag	4954	140	1.0	None
2021-08-02 22	{search/results-target-web-motors	7327	1	0.0	None
2021-08-02 22	{search/results-target-web-motors	7328	8	0.0	None
2021-08-02 22	{searchbackend/recommended-products	6157	44	0.0	None
2021-08-02 22	{searchbackend/recommended-products	6158	40	0.0	None
2021-08-02 22	{vip/showV2V3BoxMessages	6430	31	0.0	6430
2021-08-02 23	 buyingflow/address_hub	3574	6	0.0	3574
2021-08-02 23	 buyingflow/escWebMLA	2874	6	0.0	2874
2021-08-02 23	 cookiesConsentBanner	DEFAULT	124	0.0	DEFAULT
2021-08-02 23	 filters/sort-by-ranking	6971	28	1.0	None
2021-08-02 23	 filters/sort-by-ranking	6972	38	1.0	None
2021-08-02 23	 filters/sort-by-ranking	7057	29	0.0	None
2021-08-02 23	 frontend/assetsCdnDomainMLA	DEFAULT	92	1.0	DEFAULT
2021-08-02 23	 frontend/assetsCdnDomainMLU	DEFAULT	93	1.0	DEFAULT
2021-08-02 23	 mclics/ads-adsearch-boost-incremental-desktop-mla	3809	44	1.0	3809
2021-08-02 23	 mclics/search-list-algorithms	5528	50	1.0	5528
2021-08-02 23	 mclics/search-pads-none-desktop-mla	3478	47	1.0	3478
2021-08-02 23	 mclics/show-pads-global	5176	47	4.0	5176
2021-08-02 23	 mclics/show-pads-search-list	5146	46	0.0	5146
2021-08-02 23	 pdp/viewItemPageMigrationDesktopReviewsNoTabs	4856	39	0.0	None
2021-08-02 23	 pdp/viewItemPageMigrationReturns	5208	48	0.0	None
2021-08-02 23	 qadb/sa-on-vip	6695	8	0.0	6695
2021-08-02 23	 qadb/sa-on-vip	6696	4	0.0	6695
2021-08-02 23	 search/back-filters	5059	82	0.0	5059
2021-08-02 23	 search/best-seller-aa-testing-fail-fast-edition	4514	21	0.0	None
2021-08-02 23	 search/best-seller-aa-testing-fail-fast-edition	4515	30	2.0	None
2021-08-02 23	 search/best-seller-fail-fast-edition-MLA	4916	47	1.0	4916
2021-08-02 23	 search/checkOnBehavior	348	1	0.0	None
2021-08-02 23	 search/checkOnBehavior	349	1	0.0	None
2021-08-02 23	 search/enable-map-layout	5929	4	0.0	5929
2021-08-02 23	 search/remove-ecn-tag	4954	53	1.0	4954
2021-08-02 23	 search/tendency-landing-enabled-MLA	6980	13	0.0	6980
2021-08-02 23	 search/ungroup-products	3273	33	0.0	3273
2021-08-02 23	 search/web-layout-default-res	6806	1	0.0	None
2021-08-02 23	 search/web-layout-default-res	6807	3	0.0	None
2021-08-02 23	 searchbackend/cbt-antiboost	6333	69	1.0	6333
2021-08-02 23	 searchbackend/item-reputation	3824	92	1.0	3824
2021-08-02 23	 searchbackend/official-store-orders-boost	4314	1	0.0	4314
2021-08-02 23	 searchbackend/recommended-products	6157	25	0.0	None
2021-08-02 23	 searchbackend/recommended-products	6158	14	0.0	None
2021-08-02 23	 searchbackend/seller-reputation-change	4552	35	0.0	4553
2021-08-02 23	 searchbackend/seller-reputation-change	4553	70	1.0	4553
2021-08-02 23	 vip/carousel-v2p-above-the-fold	6786	29	0.0	None
2021-08-02 23	 vip/carousel-v2p-above-the-fold	6787	27	0.0	None
2021-08-02 23	 vip/seller-with-tooltip	4692	60	1.0	4692
2021-08-02 23	 vip/shippingCalculatorMigrationModalExperiment	6551	59	1.0	None
2021-08-02 23	 vip/showV2V3BoxMessages	6430	54	0.0	None
2021-08-02 23	{buyingflow/user-track	6796	8	0.0	6796
2021-08-02 23	{cookiesConsentBanner	DEFAULT	8	0.0	DEFAULT
2021-08-02 23	{pdp/viewItemPageMigrationDesktopRES	5941	4	0.0	5941
2021-08-02 23	{qadb/sa-on-vip	6695	1	0.0	None
2021-08-02 23	{qadb/sa-on-vip	6696	1	0.0	None
2021-08-02 23	{search/remove-ecn-tag	4954	75	0.0	None
2021-08-02 23	{search/results-target-web-motors	7327	1	0.0	None
2021-08-02 23	{search/results-target-web-motors	7328	5	0.0	None
2021-08-02 23	{searchbackend/recommended-products	6157	28	0.0	None
2021-08-02 23	{searchbackend/recommended-products	6158	38	2.0	None
2021-08-02 23	{vip/showV2V3BoxMessages	6430	17	0.0	6430
